Date,Open,High,Low,Close,Adj Close,Volume
1988-01-25,0.352679,0.370536,0.352679,0.364955,0.283824,200480000
1988-01-26,0.363839,0.366071,0.350446,0.354911,0.276013,143360000
1988-01-27,0.359375,0.361607,0.345982,0.354911,0.276013,258720000
1988-01-28,0.357143,0.370536,0.354911,0.368304,0.286428,232960000
1988-01-29,0.370536,0.372768,0.359375,0.370536,0.288164,265440000
1988-02-01,0.372768,0.379464,0.369420,0.372768,0.289900,199360000
1988-02-02,0.370536,0.373884,0.361607,0.368304,0.286428,191520000
1988-02-03,0.366071,0.368304,0.350446,0.352679,0.274277,226240000
1988-02-04,0.352679,0.358259,0.348214,0.354911,0.276013,199360000
1988-02-05,0.357143,0.360491,0.343750,0.344866,0.268201,132160000
1988-02-08,0.343750,0.350446,0.337054,0.345982,0.269068,203840000
1988-02-09,0.348214,0.356027,0.345982,0.354911,0.276013,116480000
1988-02-10,0.354911,0.370536,0.354911,0.366071,0.284692,228480000
1988-02-11,0.366071,0.368304,0.359375,0.362723,0.282088,147840000
1988-02-12,0.362723,0.370536,0.361607,0.366071,0.285253,137760000
1988-02-16,0.366071,0.368304,0.357143,0.368304,0.286993,154560000
1988-02-17,0.368304,0.379464,0.368304,0.373884,0.291341,256480000
1988-02-18,0.371652,0.381696,0.370536,0.372768,0.290472,143360000
1988-02-19,0.372768,0.375000,0.370536,0.372768,0.290472,90764800
1988-02-22,0.370536,0.389509,0.370536,0.386161,0.300908,200480000
1988-02-23,0.386161,0.390625,0.377232,0.381696,0.297429,220640000
1988-02-24,0.381696,0.383929,0.375000,0.377232,0.293950,145600000
1988-02-25,0.375000,0.383929,0.372768,0.372768,0.290472,179200000
1988-02-26,0.375000,0.377232,0.368304,0.372768,0.290472,82342400
1988-02-29,0.372768,0.386161,0.370536,0.383929,0.299169,112000000
1988-03-01,0.386161,0.388393,0.379464,0.386161,0.300908,171360000
1988-03-02,0.390625,0.401786,0.388393,0.399554,0.311344,292320000
1988-03-03,0.397321,0.419643,0.397321,0.415179,0.323520,473760000
1988-03-04,0.410714,0.419643,0.406250,0.418527,0.326128,209440000
1988-03-07,0.417411,0.426339,0.415179,0.418527,0.326128,207200000
1988-03-08,0.417411,0.419643,0.410714,0.412946,0.321779,144480000
1988-03-09,0.412946,0.421875,0.412946,0.417411,0.325259,134400000
1988-03-10,0.419643,0.421875,0.404018,0.404018,0.314823,176960000
1988-03-11,0.406250,0.408482,0.397321,0.408482,0.318301,157920000
1988-03-14,0.408482,0.415179,0.406250,0.412946,0.321779,98123200
1988-03-15,0.410714,0.412946,0.399554,0.401786,0.313083,181440000
1988-03-16,0.400670,0.414063,0.397321,0.411830,0.320910,118720000
1988-03-17,0.412946,0.415179,0.399554,0.401786,0.313083,260960000
1988-03-18,0.401786,0.406250,0.395089,0.399554,0.311344,272160000
1988-03-21,0.396205,0.398438,0.383929,0.391741,0.305256,227360000
1988-03-22,0.392857,0.397321,0.386161,0.392857,0.306126,119179200
1988-03-23,0.392857,0.392857,0.373884,0.379464,0.295689,209440000
1988-03-24,0.372768,0.379464,0.357143,0.364955,0.284383,320320000
1988-03-25,0.363839,0.368304,0.357143,0.358259,0.279166,131040000
1988-03-28,0.357143,0.372768,0.352679,0.370536,0.288732,172480000
1988-03-29,0.370536,0.375000,0.362723,0.366071,0.285253,213920000
1988-03-30,0.363839,0.368304,0.345982,0.352679,0.274818,371840000
1988-03-31,0.354911,0.361607,0.350446,0.357143,0.278296,217280000
1988-04-04,0.354911,0.361607,0.343750,0.345982,0.269599,181440000
1988-04-05,0.350446,0.352679,0.343750,0.350446,0.273078,147840000
1988-04-06,0.352679,0.372768,0.348214,0.372768,0.290472,190400000
1988-04-07,0.372768,0.378348,0.363839,0.363839,0.283514,163520000
1988-04-08,0.363839,0.372768,0.354911,0.366071,0.285253,202720000
1988-04-11,0.372768,0.375000,0.366071,0.370536,0.288732,148960000
1988-04-12,0.372768,0.377232,0.368304,0.372768,0.290472,173600000
1988-04-13,0.372768,0.375000,0.366071,0.368304,0.286993,143360000
1988-04-14,0.361607,0.370536,0.348214,0.352679,0.274818,188160000
1988-04-15,0.354911,0.357143,0.343750,0.352679,0.274818,232960000
1988-04-18,0.354911,0.363839,0.350446,0.357143,0.278296,170240000
1988-04-19,0.358259,0.370536,0.358259,0.359375,0.280035,212329600
1988-04-20,0.359375,0.361607,0.350446,0.354911,0.276557,215040000
1988-04-21,0.360491,0.361607,0.348214,0.352679,0.274818,178080000
1988-04-22,0.354911,0.359375,0.352679,0.358259,0.279166,107643200
1988-04-25,0.359375,0.366071,0.357143,0.364955,0.284383,150080000
1988-04-26,0.366071,0.372768,0.363839,0.370536,0.288732,175840000
1988-04-27,0.372768,0.375000,0.370536,0.372768,0.290472,126560000
1988-04-28,0.372768,0.375000,0.368304,0.369420,0.287863,99164800
1988-04-29,0.368304,0.370536,0.361607,0.366071,0.285253,89992000
1988-05-02,0.363839,0.368304,0.361607,0.366071,0.285253,82196800
1988-05-03,0.366071,0.377232,0.363839,0.372768,0.290472,124320000
1988-05-04,0.373884,0.385045,0.372768,0.375000,0.292211,224000000
1988-05-05,0.375000,0.377232,0.370536,0.372768,0.290472,70459200
1988-05-06,0.371652,0.372768,0.368304,0.368304,0.286993,107038400
1988-05-09,0.368304,0.368304,0.361607,0.363839,0.283514,76372800
1988-05-10,0.361607,0.366071,0.359375,0.364955,0.284383,95905600
1988-05-11,0.359375,0.363839,0.352679,0.352679,0.274818,174720000
1988-05-12,0.352679,0.359375,0.352679,0.354911,0.276557,82980800
1988-05-13,0.359375,0.361607,0.357143,0.361607,0.281775,71400000
1988-05-16,0.361607,0.369420,0.357143,0.368304,0.287561,74760000
1988-05-17,0.370536,0.375000,0.359375,0.361607,0.282332,193760000
1988-05-18,0.361607,0.363839,0.352679,0.354911,0.277104,174720000
1988-05-19,0.352679,0.354911,0.343750,0.348214,0.271875,249760000
1988-05-20,0.350446,0.352679,0.345982,0.345982,0.270133,81737600
1988-05-23,0.343750,0.347098,0.333705,0.339286,0.264905,183680000
1988-05-24,0.339286,0.348214,0.337054,0.347098,0.271004,142240000
1988-05-25,0.348214,0.354911,0.343750,0.343750,0.268390,135520000
1988-05-26,0.343750,0.352679,0.343750,0.351563,0.274490,85780800
1988-05-27,0.350446,0.357143,0.348214,0.354911,0.277104,83955200
1988-05-31,0.357143,0.370536,0.354911,0.370536,0.289304,123200000
1988-06-01,0.370536,0.379464,0.368304,0.379464,0.296274,229600000
1988-06-02,0.375000,0.379464,0.370536,0.372768,0.291046,133280000
1988-06-03,0.372768,0.386161,0.372768,0.383929,0.299761,175840000
1988-06-06,0.381696,0.392857,0.381696,0.392857,0.306731,164640000
1988-06-07,0.390625,0.404018,0.388393,0.392857,0.306731,311360000
1988-06-08,0.395089,0.406250,0.392857,0.401786,0.313703,258720000
1988-06-09,0.401786,0.404018,0.386161,0.388393,0.303246,269920000
1988-06-10,0.388393,0.399554,0.383929,0.397321,0.310217,176960000
1988-06-13,0.401786,0.404018,0.395089,0.401786,0.313703,148960000
1988-06-14,0.404018,0.410714,0.401786,0.404018,0.315445,292420800
1988-06-15,0.404018,0.408482,0.401786,0.408482,0.318931,122080000
1988-06-16,0.401786,0.404018,0.395089,0.397321,0.310217,107374400
1988-06-17,0.399554,0.399554,0.395089,0.399554,0.311960,95390400
1988-06-20,0.396205,0.399554,0.392857,0.393973,0.307603,78601600
1988-06-21,0.392857,0.401786,0.391741,0.400670,0.312831,123592000
1988-06-22,0.406250,0.409598,0.401786,0.407366,0.318060,195563200
1988-06-23,0.408482,0.408482,0.401786,0.401786,0.313703,71388800
1988-06-24,0.401786,0.406250,0.397321,0.401786,0.313703,74715200
1988-06-27,0.397321,0.405134,0.397321,0.397321,0.310217,83619200
1988-06-28,0.399554,0.412946,0.397321,0.412946,0.322416,162568000
1988-06-29,0.410714,0.417411,0.408482,0.414063,0.323288,143449600
1988-06-30,0.412946,0.417411,0.410714,0.412946,0.322416,114688000
1988-07-01,0.415179,0.418527,0.412946,0.415179,0.324160,94539200
1988-07-05,0.415179,0.421875,0.411830,0.421875,0.329388,104451200
1988-07-06,0.420759,0.424107,0.411830,0.415179,0.324160,156553600
1988-07-07,0.415179,0.415179,0.404018,0.409598,0.319802,105604800
1988-07-08,0.406250,0.410714,0.401786,0.404018,0.315445,105392000
1988-07-11,0.406250,0.406250,0.400670,0.402902,0.314574,73628800
1988-07-12,0.401786,0.404018,0.397321,0.399554,0.311960,100900800
1988-07-13,0.399554,0.401786,0.395089,0.399554,0.311960,115169600
1988-07-14,0.399554,0.404018,0.397321,0.401786,0.313703,62809600
1988-07-15,0.401786,0.406250,0.399554,0.401786,0.313703,83025600
1988-07-18,0.405134,0.410714,0.404018,0.406250,0.317188,113500800
1988-07-19,0.401786,0.406250,0.391741,0.399554,0.311960,122304000
1988-07-20,0.399554,0.401786,0.392857,0.395089,0.308474,120086400
1988-07-21,0.390625,0.392857,0.381696,0.383929,0.299761,149027200
1988-07-22,0.383929,0.386161,0.379464,0.379464,0.296274,103846400
1988-07-25,0.381696,0.386161,0.377232,0.381696,0.298017,105896000
1988-07-26,0.381696,0.386161,0.377232,0.381696,0.298017,101528000
1988-07-27,0.381696,0.386161,0.379464,0.381696,0.298017,116524800
1988-07-28,0.379464,0.383929,0.377232,0.380580,0.297146,92680000
1988-07-29,0.386161,0.397321,0.383929,0.396205,0.309345,158950400
1988-08-01,0.397321,0.408482,0.395089,0.401786,0.313703,85937600
1988-08-02,0.401786,0.406250,0.397321,0.398438,0.311089,121284800
1988-08-03,0.399554,0.399554,0.392857,0.399554,0.311960,110846400
1988-08-04,0.399554,0.404018,0.397321,0.398438,0.311089,68913600
1988-08-05,0.397321,0.401786,0.395089,0.395089,0.308474,52662400
1988-08-08,0.397321,0.399554,0.392857,0.392857,0.306731,29937600
1988-08-09,0.392857,0.395089,0.383929,0.388393,0.303246,170027200
1988-08-10,0.390625,0.390625,0.372768,0.373884,0.291918,147806400
1988-08-11,0.377232,0.386161,0.375000,0.386161,0.301503,106052800
1988-08-12,0.383929,0.383929,0.377232,0.379464,0.296274,77481600
1988-08-15,0.377232,0.377232,0.361607,0.368304,0.288103,166678400
1988-08-16,0.366071,0.386161,0.363839,0.379464,0.296833,122752000
1988-08-17,0.379464,0.381696,0.372768,0.375000,0.293341,118944000
1988-08-18,0.375000,0.383929,0.372768,0.379464,0.296833,74065600
1988-08-19,0.379464,0.381696,0.361607,0.363839,0.284610,227360000
1988-08-22,0.359375,0.363839,0.352679,0.354911,0.277627,170195200
1988-08-23,0.354911,0.359375,0.350446,0.352679,0.275881,163576000
1988-08-24,0.354911,0.363839,0.352679,0.363839,0.284610,125473600
1988-08-25,0.359375,0.361607,0.350446,0.358259,0.280245,127680000
1988-08-26,0.357143,0.363839,0.357143,0.359375,0.281118,40152000
1988-08-29,0.363839,0.366071,0.361607,0.364955,0.285483,57232000
1988-08-30,0.363839,0.366071,0.357143,0.364955,0.285483,50568000
1988-08-31,0.366071,0.367188,0.352679,0.356027,0.278499,237686400
1988-09-01,0.354911,0.354911,0.343750,0.347098,0.271515,246736000
1988-09-02,0.352679,0.357143,0.348214,0.354911,0.277627,186300800
1988-09-06,0.357143,0.357143,0.345982,0.347098,0.271515,143449600
1988-09-07,0.348214,0.352679,0.337054,0.341518,0.267150,179110400
1988-09-08,0.341518,0.352679,0.337054,0.345982,0.270642,207256000
1988-09-09,0.345982,0.366071,0.337054,0.361607,0.282864,234673600
1988-09-12,0.366071,0.372768,0.358259,0.366071,0.286356,148030400
1988-09-13,0.359375,0.368304,0.357143,0.366071,0.286356,119683200
1988-09-14,0.372768,0.378348,0.370536,0.375000,0.293341,238571200
1988-09-15,0.375000,0.381696,0.370536,0.371652,0.290722,165760000
1988-09-16,0.370536,0.381696,0.369420,0.377232,0.295087,123760000
1988-09-19,0.375000,0.377232,0.368304,0.372768,0.291595,92131200
1988-09-20,0.372768,0.377232,0.369420,0.370536,0.289849,102681600
1988-09-21,0.372768,0.383929,0.370536,0.381696,0.298579,91347200
1988-09-22,0.383929,0.392857,0.381696,0.392857,0.307309,145667200
1988-09-23,0.388393,0.395089,0.388393,0.390625,0.305563,101483200
1988-09-26,0.390625,0.392857,0.379464,0.381696,0.298579,87035200
1988-09-27,0.379464,0.388393,0.379464,0.387277,0.302945,162982400
1988-09-28,0.388393,0.393973,0.386161,0.388393,0.303818,84694400
1988-09-29,0.390625,0.395089,0.388393,0.392857,0.307309,106075200
1988-09-30,0.392857,0.392857,0.386161,0.386161,0.302072,92892800
1988-10-03,0.383929,0.386161,0.375000,0.379464,0.296833,90776000
1988-10-04,0.377232,0.381696,0.367188,0.370536,0.289849,51654400
1988-10-05,0.368304,0.372768,0.361607,0.364955,0.285483,123200000
1988-10-06,0.361607,0.364955,0.350446,0.354911,0.277627,167764800
1988-10-07,0.348214,0.354911,0.342634,0.354911,0.277627,457587200
1988-10-10,0.352679,0.354911,0.334821,0.343750,0.268896,332640000
1988-10-11,0.341518,0.352679,0.341518,0.348214,0.272388,194555200
1988-10-12,0.343750,0.348214,0.339286,0.345982,0.270642,132944000
1988-10-13,0.343750,0.354911,0.343750,0.348214,0.272388,164460800
1988-10-14,0.352679,0.352679,0.340402,0.345982,0.270642,157248000
1988-10-17,0.343750,0.348214,0.341518,0.343750,0.268896,93688000
1988-10-18,0.348214,0.352679,0.341518,0.351563,0.275008,142598400
1988-10-19,0.354911,0.363839,0.352679,0.357143,0.279372,277323200
1988-10-20,0.357143,0.371652,0.357143,0.370536,0.289849,173465600
1988-10-21,0.368304,0.372768,0.363839,0.366071,0.286356,123603200
1988-10-24,0.368304,0.368304,0.353795,0.357143,0.279372,135161600
1988-10-25,0.359375,0.359375,0.354911,0.356027,0.278499,85187200
1988-10-26,0.357143,0.357143,0.343750,0.350446,0.274134,188720000
1988-10-27,0.345982,0.350446,0.341518,0.348214,0.272388,143684800
1988-10-28,0.348214,0.352679,0.343750,0.343750,0.268896,84481600
1988-10-31,0.345982,0.345982,0.334821,0.344866,0.269769,242905600
1988-11-01,0.343750,0.345982,0.337054,0.339286,0.265404,143696000
1988-11-02,0.341518,0.341518,0.328125,0.332589,0.260165,208521600
1988-11-03,0.332589,0.334821,0.328125,0.331473,0.259292,242457600
1988-11-04,0.328125,0.339286,0.328125,0.337054,0.263658,153798400
1988-11-07,0.332589,0.337054,0.330357,0.334821,0.261911,170083200
1988-11-08,0.334821,0.345982,0.333705,0.343750,0.268896,154526400
1988-11-09,0.341518,0.351563,0.339286,0.350446,0.274134,201723200
1988-11-10,0.352679,0.354911,0.348214,0.352679,0.275881,99915200
1988-11-11,0.348214,0.353795,0.343750,0.343750,0.268896,108684800
1988-11-14,0.345982,0.348214,0.341518,0.347098,0.271515,85232000
1988-11-15,0.348214,0.350446,0.345982,0.348214,0.272388,80001600
1988-11-16,0.348214,0.350446,0.337054,0.339286,0.265404,147840000
1988-11-17,0.339286,0.343750,0.339286,0.341518,0.267150,79542400
1988-11-18,0.343750,0.343750,0.339286,0.339286,0.265404,57590400
1988-11-21,0.334821,0.337054,0.323661,0.327009,0.256475,221905600
1988-11-22,0.325893,0.329241,0.321429,0.322545,0.252974,148187200
1988-11-23,0.319196,0.330357,0.316964,0.329241,0.258226,187992000
1988-11-25,0.323661,0.328125,0.321429,0.325893,0.255600,48294400
1988-11-28,0.325893,0.328125,0.321429,0.325893,0.255600,139361600
1988-11-29,0.325893,0.328125,0.321429,0.328125,0.257351,92668800
1988-11-30,0.328125,0.339286,0.328125,0.335938,0.263479,167843200
1988-12-01,0.337054,0.348214,0.334821,0.345982,0.271356,212161600
1988-12-02,0.341518,0.356027,0.339286,0.350446,0.274857,333715200
1988-12-05,0.352679,0.357143,0.345982,0.352679,0.276609,154414400
1988-12-06,0.350446,0.354911,0.348214,0.352679,0.276609,104932800
1988-12-07,0.348214,0.352679,0.345982,0.351563,0.275733,98134400
1988-12-08,0.350446,0.350446,0.345982,0.349330,0.273982,59460800
1988-12-09,0.350446,0.352679,0.345982,0.349330,0.273982,44956800
1988-12-12,0.350446,0.352679,0.343750,0.343750,0.269605,117880000
1988-12-13,0.343750,0.345982,0.341518,0.345982,0.271356,122550400
1988-12-14,0.343750,0.357143,0.343750,0.354911,0.278359,193300800
1988-12-15,0.357143,0.361607,0.350446,0.352679,0.276609,112571200
1988-12-16,0.352679,0.361607,0.350446,0.358259,0.280985,183489600
1988-12-19,0.359375,0.366071,0.357143,0.363839,0.285361,234326400
1988-12-20,0.366071,0.370536,0.362723,0.366071,0.287112,274187200
1988-12-21,0.366071,0.375000,0.366071,0.372768,0.292365,241964800
1988-12-22,0.372768,0.375000,0.363839,0.366071,0.287112,106030400
1988-12-23,0.366071,0.369420,0.366071,0.367188,0.287988,40958400
1988-12-27,0.366071,0.370536,0.361607,0.361607,0.283611,59987200
1988-12-28,0.361607,0.363839,0.354911,0.359375,0.281860,51542400
1988-12-29,0.359375,0.363839,0.359375,0.361607,0.283611,117812800
1988-12-30,0.361607,0.368304,0.359375,0.359375,0.281860,81692800
1989-01-03,0.359375,0.361607,0.357143,0.360491,0.282736,100016000
1989-01-04,0.363839,0.376116,0.361607,0.375000,0.294115,239948800
1989-01-05,0.375000,0.386161,0.368304,0.377232,0.295866,307328000
1989-01-06,0.377232,0.388393,0.377232,0.380580,0.298492,198665600
1989-01-09,0.383929,0.385045,0.377232,0.383929,0.301118,79307200
1989-01-10,0.379464,0.382813,0.370536,0.380580,0.298492,103320000
1989-01-11,0.377232,0.379464,0.368304,0.376116,0.294990,156128000
1989-01-12,0.377232,0.383929,0.375000,0.381696,0.299367,150315200
1989-01-13,0.381696,0.388393,0.378348,0.386161,0.302869,193905600
1989-01-16,0.386161,0.392857,0.383929,0.390625,0.306370,168593600
1989-01-17,0.386161,0.388393,0.357143,0.360491,0.282736,756604800
1989-01-18,0.363839,0.367188,0.352679,0.354911,0.278359,487928000
1989-01-19,0.361607,0.366071,0.357143,0.361607,0.283611,255987200
1989-01-20,0.361607,0.370536,0.359375,0.366071,0.287112,173734400
1989-01-23,0.363839,0.368304,0.363839,0.366071,0.287112,180532800
1989-01-24,0.366071,0.372768,0.363839,0.371652,0.291489,223294400
1989-01-25,0.372768,0.375000,0.366071,0.370536,0.290614,110936000
1989-01-26,0.363839,0.376116,0.362723,0.372768,0.292365,285264000
1989-01-27,0.341518,0.350446,0.323661,0.335938,0.263479,2127171200
1989-01-30,0.335938,0.339286,0.332589,0.333705,0.261727,586499200
1989-01-31,0.332589,0.337054,0.328125,0.337054,0.264354,460353600
1989-02-01,0.337054,0.353795,0.333705,0.350446,0.274857,487558400
1989-02-02,0.352679,0.359375,0.350446,0.354911,0.278359,473491200
1989-02-03,0.357143,0.359375,0.348214,0.350446,0.274857,178908800
1989-02-06,0.352679,0.352679,0.341518,0.343750,0.269605,116737600
1989-02-07,0.341518,0.350446,0.341518,0.348214,0.273107,165155200
1989-02-08,0.348214,0.352679,0.339286,0.341518,0.267855,157012800
1989-02-09,0.341518,0.348214,0.339286,0.341518,0.267855,160809600
1989-02-10,0.341518,0.341518,0.330357,0.332589,0.260852,348342400
1989-02-13,0.328125,0.332589,0.328125,0.330357,0.259101,235188800
1989-02-14,0.329241,0.330357,0.314732,0.319196,0.250348,891576000
1989-02-15,0.319196,0.323661,0.316964,0.323661,0.253850,330624000
1989-02-16,0.323661,0.332589,0.321429,0.324777,0.254725,255696000
1989-02-17,0.323661,0.330357,0.323661,0.328125,0.258060,116849600
1989-02-21,0.329241,0.337054,0.328125,0.334821,0.263326,190556800
1989-02-22,0.332589,0.334821,0.325893,0.328125,0.258060,238324800
1989-02-23,0.325893,0.330357,0.323661,0.328125,0.258060,95368000
1989-02-24,0.330357,0.330357,0.321429,0.321429,0.252794,152129600
1989-02-27,0.321429,0.325893,0.319196,0.325893,0.256305,115920000
1989-02-28,0.325893,0.328125,0.321429,0.323661,0.254549,176019200
1989-03-01,0.323661,0.325893,0.316964,0.321429,0.252794,170128000
1989-03-02,0.319196,0.323661,0.310268,0.312500,0.245772,376331200
1989-03-03,0.314732,0.314732,0.303571,0.310268,0.244016,387777600
1989-03-06,0.312500,0.320313,0.308036,0.316964,0.249283,168515200
1989-03-07,0.316964,0.321429,0.312500,0.319196,0.251038,260691200
1989-03-08,0.318080,0.323661,0.314732,0.314732,0.247527,216294400
1989-03-09,0.314732,0.319196,0.308036,0.308036,0.242261,133436800
1989-03-10,0.308036,0.312500,0.305804,0.312500,0.245772,102715200
1989-03-13,0.312500,0.316964,0.310268,0.312500,0.245772,131107200
1989-03-14,0.312500,0.316964,0.311384,0.314732,0.247527,161940800
1989-03-15,0.314732,0.316964,0.310268,0.312500,0.245772,90059200
1989-03-16,0.312500,0.316964,0.308036,0.314732,0.247527,192236800
1989-03-17,0.308036,0.319196,0.303571,0.311384,0.244894,237126400
1989-03-20,0.312500,0.314732,0.308036,0.311384,0.244894,181451200
1989-03-21,0.316964,0.316964,0.310268,0.311384,0.244894,128195200
1989-03-22,0.305804,0.310268,0.301339,0.302455,0.237872,144849600
1989-03-23,0.303571,0.308036,0.301339,0.306920,0.241383,118910400
1989-03-27,0.305804,0.308036,0.299107,0.301339,0.236994,151659200
1989-03-28,0.303571,0.308036,0.303571,0.303571,0.238749,141254400
1989-03-29,0.303571,0.308036,0.303571,0.305804,0.240505,74401600
1989-03-30,0.305804,0.312500,0.303571,0.310268,0.244016,105246400
1989-03-31,0.312500,0.319196,0.310268,0.318080,0.250160,185348800
1989-04-03,0.316964,0.323661,0.310268,0.312500,0.245772,166286400
1989-04-04,0.308036,0.311384,0.302455,0.308036,0.242261,115729600
1989-04-05,0.308036,0.314732,0.305804,0.312500,0.245772,120254400
1989-04-06,0.310268,0.322545,0.308036,0.321429,0.252794,156374400
1989-04-07,0.321429,0.334821,0.321429,0.333705,0.262449,354984000
1989-04-10,0.332589,0.339286,0.328125,0.330357,0.259816,135374400
1989-04-11,0.334821,0.339286,0.330357,0.337054,0.265083,146540800
1989-04-12,0.341518,0.350446,0.338170,0.343750,0.270349,387912000
1989-04-13,0.345982,0.352679,0.341518,0.343750,0.270349,181272000
1989-04-14,0.348214,0.350446,0.341518,0.345982,0.272104,123356800
1989-04-17,0.343750,0.350446,0.339286,0.350446,0.275615,140145600
1989-04-18,0.352679,0.361607,0.350446,0.358259,0.281760,560985600
1989-04-19,0.357143,0.371652,0.354911,0.364955,0.287026,425880000
1989-04-20,0.363839,0.370536,0.359375,0.363839,0.286148,179816000
1989-04-21,0.361607,0.364955,0.354911,0.358259,0.281760,115169600
1989-04-24,0.357143,0.359375,0.352679,0.358259,0.281760,110790400
1989-04-25,0.357143,0.361607,0.354911,0.357143,0.280882,116177600
1989-04-26,0.357143,0.359375,0.349330,0.354911,0.279127,186132800
1989-04-27,0.352679,0.357143,0.348214,0.351563,0.276494,139384000
1989-04-28,0.350446,0.352679,0.343750,0.348214,0.273860,103857600
1989-05-01,0.343750,0.350446,0.343750,0.348214,0.273860,80662400
1989-05-02,0.348214,0.359375,0.348214,0.356027,0.280004,215745600
1989-05-03,0.354911,0.363839,0.354911,0.359375,0.282637,220539200
1989-05-04,0.359375,0.368304,0.357143,0.366071,0.287904,188910400
1989-05-05,0.379464,0.381696,0.370536,0.370536,0.291415,460756800
1989-05-08,0.370536,0.377232,0.370536,0.377232,0.296681,205923200
1989-05-09,0.375000,0.383929,0.375000,0.379464,0.298437,346774400
1989-05-10,0.383929,0.388393,0.379464,0.386161,0.303704,234438400
1989-05-11,0.386161,0.395089,0.383929,0.391741,0.308092,300944000
1989-05-12,0.397321,0.401786,0.392857,0.401786,0.315993,467140800
1989-05-15,0.399554,0.412946,0.399554,0.410714,0.323014,317900800
1989-05-16,0.410714,0.412946,0.401786,0.405134,0.318626,228670400
1989-05-17,0.404018,0.406250,0.401786,0.404018,0.317748,248460800
1989-05-18,0.404018,0.406250,0.399554,0.399554,0.314237,211254400
1989-05-19,0.399554,0.412946,0.399554,0.408482,0.321259,330769600
1989-05-22,0.408482,0.412946,0.404018,0.410714,0.323722,190400000
1989-05-23,0.410714,0.410714,0.404018,0.406250,0.320203,134467200
1989-05-24,0.404018,0.426339,0.404018,0.426339,0.336037,297606400
1989-05-25,0.421875,0.437500,0.421875,0.430804,0.339556,232366400
1989-05-26,0.430804,0.437500,0.428571,0.433036,0.341316,112515200
1989-05-30,0.430804,0.437500,0.422991,0.424107,0.334278,111921600
1989-05-31,0.424107,0.429688,0.419643,0.426339,0.336037,115214400
1989-06-01,0.426339,0.439732,0.424107,0.435268,0.343075,179502400
1989-06-02,0.433036,0.441964,0.433036,0.437500,0.344834,124476800
1989-06-05,0.435268,0.437500,0.415179,0.419643,0.330759,124118400
1989-06-06,0.417411,0.419643,0.412946,0.417411,0.329000,145006400
1989-06-07,0.417411,0.433036,0.417411,0.430804,0.339556,175672000
1989-06-08,0.433036,0.437500,0.421875,0.425223,0.335158,178012800
1989-06-09,0.421875,0.426339,0.415179,0.419643,0.330759,94416000
1989-06-12,0.417411,0.426339,0.412946,0.424107,0.334278,80864000
1989-06-13,0.424107,0.435268,0.419643,0.433036,0.341316,230977600
1989-06-14,0.437500,0.448661,0.430804,0.443080,0.349232,251305600
1989-06-15,0.441964,0.444196,0.424107,0.424107,0.334278,161403200
1989-06-16,0.399554,0.406250,0.388393,0.397321,0.313165,542001600
1989-06-19,0.397321,0.399554,0.388393,0.392857,0.309647,183120000
1989-06-20,0.392857,0.392857,0.377232,0.383929,0.302610,134534400
1989-06-21,0.383929,0.388393,0.377232,0.379464,0.299091,129864000
1989-06-22,0.379464,0.390625,0.375000,0.386161,0.304369,137200000
1989-06-23,0.386161,0.395089,0.386161,0.391741,0.308767,123894400
1989-06-26,0.392857,0.392857,0.386161,0.388393,0.306129,183836800
1989-06-27,0.390625,0.395089,0.379464,0.380580,0.299970,105784000
1989-06-28,0.377232,0.377232,0.366071,0.372768,0.293813,257028800
1989-06-29,0.366071,0.368304,0.357143,0.362723,0.285896,233520000
1989-06-30,0.361607,0.372768,0.352679,0.368304,0.290295,164740800
1989-07-03,0.372768,0.372768,0.363839,0.363839,0.286775,48350400
1989-07-05,0.361607,0.363839,0.357143,0.361607,0.285016,119156800
1989-07-06,0.363839,0.372768,0.359375,0.368304,0.290295,173924800
1989-07-07,0.368304,0.375000,0.361607,0.368304,0.290295,106108800
1989-07-10,0.366071,0.368304,0.357143,0.361607,0.285016,203694400
1989-07-11,0.363839,0.366071,0.354911,0.354911,0.279738,243924800
1989-07-12,0.354911,0.359375,0.352679,0.357143,0.281497,124129600
1989-07-13,0.357143,0.366071,0.352679,0.362723,0.285896,225433600
1989-07-14,0.363839,0.366071,0.354911,0.363839,0.286775,257320000
1989-07-17,0.363839,0.368304,0.354911,0.363839,0.286775,130894400
1989-07-18,0.363839,0.363839,0.345982,0.350446,0.276219,477310400
1989-07-19,0.352679,0.363839,0.348214,0.361607,0.285016,238974400
1989-07-20,0.363839,0.368304,0.354911,0.357143,0.281497,236073600
1989-07-21,0.354911,0.357143,0.348214,0.357143,0.281497,139484800
1989-07-24,0.354911,0.354911,0.350446,0.350446,0.276219,115987200
1989-07-25,0.350446,0.354911,0.339286,0.345982,0.272700,209843200
1989-07-26,0.341518,0.343750,0.337054,0.341518,0.269182,233744000
1989-07-27,0.341518,0.352679,0.339286,0.350446,0.276219,173073600
1989-07-28,0.350446,0.354911,0.348214,0.351563,0.277099,119336000
1989-07-31,0.350446,0.357143,0.348214,0.354911,0.279738,111865600
1989-08-01,0.354911,0.359375,0.350446,0.356027,0.280618,139540800
1989-08-02,0.354911,0.361607,0.352679,0.361607,0.285016,101404800
1989-08-03,0.361607,0.370536,0.361607,0.368304,0.290295,172939200
1989-08-04,0.368304,0.381696,0.367188,0.381696,0.300850,183355200
